timestamp,test-class,test-method,time,description,result
2021-06-06 14:39:16.597,acme.testing.manager.task.ManagerTaskCreateTest,createPositiveIsPublicTest,10139,"[1] recordIndex=4, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:39:41.112,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,6313,"[1] recordIndex=0",OK
2021-06-06 14:39:47.777,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,6407,"[2] recordIndex=0",OK
2021-06-06 14:39:54.358,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,6342,"[3] recordIndex=0",OK
2021-06-06 14:40:00.882,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,6258,"[4] recordIndex=0",OK
2021-06-06 14:40:27.448,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,7013,"[1] recordIndex=0, title=Play Dark Souls Remastered, startTime=2021/06/30 11:20, endTime=2021/06/30 15:20, workload=2.50, description=I love the reign of Lordran, info=https://web.archive.org/web/20110205223704/http://www.fromsoftware.jp/darksouls/",OK
2021-06-06 14:40:34.73,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,7019,"[2] recordIndex=1, title=Do the dishes, startTime=2021/06/28 12:00, endTime=2021/06/28 12:15, workload=0.25, description=I don't want to..., info=https://www.bosch-home.es/",OK
2021-06-06 14:40:41.959,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,6963,"[3] recordIndex=2, title=Study biology, startTime=2021/06/10 11:30, endTime=2021/06/13 13:00, workload=1.15, description=I'm a mad scientist, info=null",OK
2021-06-06 14:40:49.178,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,6972,"[4] recordIndex=3, title=Do excercice, startTime=2021/06/08 14:00, endTime=2021/06/08 16:00, workload=1.59, description=Getting power!, info=null",OK
2021-06-06 14:41:19.313,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositiveTest,11086,"[1] recordIndex=3, title=Ir al Lidl, startTime=2021/07/10 11:00, endTime=2021/07/10 13:00, workload=0.15, description=compra los ingredientes especiales de la semana italiana, info=https://www.lidl.es/",OK
2021-06-06 14:41:26.919,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7311,"[1] recordIndex=3, title=null, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:41:34.607,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7421,"[2] recordIndex=3, title=Go to Mercadona, startTime=null, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:41:42.57,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7728,"[3] recordIndex=3, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=null, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:41:50.326,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7461,"[4] recordIndex=3, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=null, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:41:58.195,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7631,"[5] recordIndex=3, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=null, info=https://example.org/",OK
2021-06-06 14:42:06.096,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7665,"[6] recordIndex=3, title=4kEGLCZ11in6lMnACksASkgz0qgFxAg7WNcQfPd8LY2o7XOEYseFIl3BBhmlQbMR8fJNjGiuK7AS7ynMA3FcCPB8UM, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:42:13.928,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7572,"[7] recordIndex=3, title=Go to Mercadona, startTime=2020/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:42:21.656,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7467,"[8] recordIndex=3, title=Go to Mercadona, startTime=2020/06/29 11:00, endTime=2020/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:42:29.514,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7574,"[9] recordIndex=3, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/28 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:42:37.241,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7464,"[10] recordIndex=3, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:42:45.226,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7717,"[11] recordIndex=3, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=8KjqE4LanMbAMbJ9SD6ZmQlLqfXTrUZRtyJ0xHVVoMQt9sdi1v5gXhAPZvkM0csMUhTM1Pw910gY3eiEB6k0h7Azt5zxdW3y4NEJo0hZ1GaxnvXbD5b4qGDcj1njjW07Jc54Hq0GxrBsxyMRhvqJAU1RGqBhMGSf1fKUmi19EolIBlEJIzoXV4Tbku1apNVbtd6KxfFW3E8lhWbe3pmKiocMJ73c4EKpnEsMo2lVSAinVHKHT5OsRM27VBZ9VIqQk61m6O53KpO5tMrTjgQcRQU89ssLOxCkyURH8CHOUEX7ioJip4wibusfznx3lHZd2MI5DfKMYwGJmH2W2WAGUY3hMvyZMDBNRTTPp5xdGAtuq2IrAqFaVukBXCQu12zW1GOdznsvTeIe3qvIbADER2peIvaZ5IFBCy8imFuy6Ww3XiITedhwXjyXWzV3pTIq2cHD4fZsm4HP3p6yR43k7Ucp9q0DzWF7GEHCO3eMwLWEmROMdRxE5v6udJ44kld…, info=https://example.org/",OK
2021-06-06 14:42:52.854,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7389,"[12] recordIndex=3, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=aaaaaaaaa",OK
2021-06-06 14:43:00.622,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7520,"[13] recordIndex=3, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.5, description=you've won two million dollar, info=https://example.org/",OK
2021-06-06 14:43:21.739,acme.testing.anonymous.shout.AnonymousShoutListTest,listAllTest,1719,"[1] recordIndex=0, moment=2021/05/10 19:39, author=John Doe, text=I'm happy!",OK
2021-06-06 14:43:23.606,acme.testing.anonymous.shout.AnonymousShoutListTest,listAllTest,1618,"[2] recordIndex=1, moment=2021/05/10 15:55, author=Jane Doe, text=I'm the master of my room!",OK
2021-06-06 14:43:25.584,acme.testing.anonymous.shout.AnonymousShoutListTest,listAllTest,1636,"[3] recordIndex=2, moment=2021/05/10 00:00, author=Foo Bar, text=Just turning 50!",OK
2021-06-06 14:43:46.482,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositiveTest,3566,"[1] recordIndex=3, author=author1, text=text1, info=http://info1.org",OK
2021-06-06 14:43:48.774,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeTest,2019,"[1] recordIndex=0, author=null, text=Lorem ipsum!, info=http://example.org",OK
2021-06-06 14:43:51.038,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeTest,1985,"[2] recordIndex=1, author=John Doe, text=null, info=http://example.org",OK
2021-06-06 14:43:53.482,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeTest,2157,"[3] recordIndex=2, author=John Doe, text=Lorem ipsum!, info=WrongUrl",OK
2021-06-06 14:43:55.882,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeTest,2168,"[4] recordIndex=3, author=auth, text=text1, info=http://example.org",OK
2021-06-06 14:43:58.243,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeTest,2097,"[5] recordIndex=4, author=auhtor, text=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, info=http://example.org",OK
2021-06-06 14:44:00.51,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeTest,2033,"[6] recordIndex=5, author=aaaaaaaaaaaaaaaaaaaaaaaaaa, text=text1, info=http://example.org",OK
2021-06-06 14:44:23.372,acme.testing.anonymous.task.AnonymousTaskListAndShowTest,listAndShowTest,3942,"[1] recordIndex=0, title=Play Dark Souls Remastered, startTime=2021/06/30 11:20, endTime=2021/06/30 15:20, workload=2.50, description=I love the reign of Lordran, info=https://web.archive.org/web/20110205223704/http://www.fromsoftware.jp/darksouls/, isPublic=true, manager=manager1Manager",OK
2021-06-06 14:44:29.655,acme.testing.anonymous.task.AnonymousTaskListAndShowTest,listAndShowTest,5639,"[2] recordIndex=1, title=Study biology, startTime=2021/06/10 11:30, endTime=2021/06/13 13:00, workload=1.15, description=I'm a mad scientist, info=null, isPublic=true, manager=manager1Manager",OK
2021-06-06 14:44:30.516,acme.testing.anonymous.task.AnonymousTaskListAndShowTest,listAndShowNegativeTest,481,"[1] ",OK
2021-06-06 14:44:31.64,acme.testing.anonymous.task.AnonymousTaskListAndShowTest,listAndShowNegativeTest,574,"[2] ",OK
