timestamp,test-class,test-method,time,description,result
2021-06-08 21:58:45.225,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5944,"[13] recordIndex=0, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.5, description=you've won two million dollar, info=https://example.org/",OK
2021-06-08 21:58:53.765,acme.testing.manager.task.ManagerTaskCreateTest,createPositiveIsPrivateTest,8339,"[1] recordIndex=4, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:59:02.753,acme.testing.manager.task.ManagerTaskCreateTest,createPositiveIsPublicTest,8787,"[1] recordIndex=4, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:59:25.272,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,5673,"[1] recordIndex=0",OK
2021-06-08 21:59:31.074,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,5583,"[2] recordIndex=0",OK
2021-06-08 21:59:36.911,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,5639,"[3] recordIndex=0",OK
2021-06-08 21:59:42.778,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,5665,"[4] recordIndex=0",OK
2021-06-08 22:00:04.496,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,6055,"[1] recordIndex=0, title=Play Dark Souls Remastered, startTime=2022/06/30 11:20, endTime=2022/06/30 15:20, workload=2.50, description=I love the reign of Lordran, info=https://web.archive.org/web/20110205223704/http://www.fromsoftware.jp/darksouls/",OK
2021-06-08 22:00:10.785,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,6084,"[2] recordIndex=1, title=Do the dishes, startTime=2022/06/28 12:00, endTime=2022/06/28 12:15, workload=0.25, description=I don't want to..., info=https://www.bosch-home.es/",OK
2021-06-08 22:00:17.094,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,6097,"[3] recordIndex=2, title=Study biology, startTime=2022/06/10 11:30, endTime=2022/06/13 13:00, workload=1.15, description=I'm a mad scientist, info=null",OK
2021-06-08 22:00:23.42,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,6100,"[4] recordIndex=3, title=Do excercice, startTime=2022/06/08 14:00, endTime=2022/06/08 16:00, workload=1.59, description=Getting power!, info=null",OK
2021-06-08 22:00:48.113,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositiveTest,9573,"[1] recordIndex=3, title=Ir al Lidl, startTime=2022/07/10 11:00, endTime=2022/07/10 13:00, workload=0.15, description=compra los ingredientes especiales de la semana italiana, info=https://www.lidl.es/",OK
2021-06-08 22:00:54.892,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6565,"[1] recordIndex=3, title=null, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:01:01.605,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6513,"[2] recordIndex=3, title=Go to Mercadona, startTime=null, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:01:08.307,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6503,"[3] recordIndex=3, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=null, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:01:15.156,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6628,"[4] recordIndex=3, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=null, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:01:21.809,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6460,"[5] recordIndex=3, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=null, info=https://example.org/",OK
2021-06-08 22:01:28.522,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6511,"[6] recordIndex=3, title=4kEGLCZ11in6lMnACksASkgz0qgFxAg7WNcQfPd8LY2o7XOEYseFIl3BBhmlQbMR8fJNjGiuK7AS7ynMA3FcCPB8UM, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:01:35.377,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6633,"[7] recordIndex=3, title=Go to Mercadona, startTime=2020/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:02:06.885,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,31304,"[8] recordIndex=3, title=Go to Mercadona, startTime=2020/06/29 11:00, endTime=2020/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",Cannot find 'By.name: username'
2021-06-08 22:02:38.381,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,31281,"[9] recordIndex=3, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/28 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",Cannot find 'By.name: username'
2021-06-08 22:02:45.526,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6901,"[10] recordIndex=3, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:02:52.818,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,7071,"[11] recordIndex=3, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=8KjqE4LanMbAMbJ9SD6ZmQlLqfXTrUZRtyJ0xHVVoMQt9sdi1v5gXhAPZvkM0csMUhTM1Pw910gY3eiEB6k0h7Azt5zxdW3y4NEJo0hZ1GaxnvXbD5b4qGDcj1njjW07Jc54Hq0GxrBsxyMRhvqJAU1RGqBhMGSf1fKUmi19EolIBlEJIzoXV4Tbku1apNVbtd6KxfFW3E8lhWbe3pmKiocMJ73c4EKpnEsMo2lVSAinVHKHT5OsRM27VBZ9VIqQk61m6O53KpO5tMrTjgQcRQU89ssLOxCkyURH8CHOUEX7ioJip4wibusfznx3lHZd2MI5DfKMYwGJmH2W2WAGUY3hMvyZMDBNRTTPp5xdGAtuq2IrAqFaVukBXCQu12zW1GOdznsvTeIe3qvIbADER2peIvaZ5IFBCy8imFuy6Ww3XiITedhwXjyXWzV3pTIq2cHD4fZsm4HP3p6yR43k7Ucp9q0DzWF7GEHCO3eMwLWEmROMdRxE5v6udJ44kld…, info=https://example.org/",OK
2021-06-08 22:02:59.732,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6711,"[12] recordIndex=3, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=aaaaaaaaa",OK
2021-06-08 22:03:06.728,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6773,"[13] recordIndex=3, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.5, description=you've won two million dollar, info=https://example.org/",OK
